Athlete Name,First Game,Sport,Sport Event,Medal Won,Home Country,Host Country,Game Name,Game Season,Year
Bernd KANNENBERG,Munich 1972,Athletics,50km walk men,GOLD,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Frank Charles SHORTER,Munich 1972,Athletics,marathon men,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Geza CSAPO,Munich 1972,Canoe Sprint,K1 1000m kayak single men,BRONZE,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Ulrika KNAPE-LINDBERGH,Munich 1972,Diving,3m springboard women,SILVER,Sweden,Federal Republic of Germany,Munich 1972,Summer,1972
Olga KORBUT,Munich 1972,Gymnastics Artistic,floor exercises women,GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Emilio CORREA VAILLANT,Munich 1972,Boxing,63.5-67kg welterweight men,GOLD,Cuba,Federal Republic of Germany,Munich 1972,Summer,1972
Janusz GORTAT,Munich 1972,Boxing,75-81kg lightheavyweight men,BRONZE,Poland,Federal Republic of Germany,Munich 1972,Summer,1972
Enrique RODRIGUEZ CAL,Munich 1972,Boxing,- 48kg (light-flyweight) men,BRONZE,Spain,Federal Republic of Germany,Munich 1972,Summer,1972
Andras BOTOS,Munich 1972,Boxing,54-57kg featherweight men,BRONZE,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Leszek BLAZYNSKI,Munich 1972,Boxing,48-51kg flyweight men,BRONZE,Poland,Federal Republic of Germany,Munich 1972,Summer,1972
Georghi KOSTADINOV,Munich 1972,Boxing,48-51kg flyweight men,GOLD,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Hans-Jürgen VEIL,Munich 1972,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",SILVER,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Csaba HEGEDÜS,Munich 1972,Wrestling,"Middleweight, Greco-Roman (≤82 kilograms) Men",GOLD,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Roman DMITRIEV,Munich 1972,Wrestling,"Light-Flyweight, Freestyle (≤48 kilograms) Men",GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Heinz-Helmut WEHLING,Munich 1972,Wrestling,"Featherweight, Greco-Roman (≤62 kilograms) Men",SILVER,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Gian Matteo RANZI,Munich 1972,Wrestling,"Lightweight, Greco-Roman (≤68 kilograms) Men",BRONZE,Italy,Federal Republic of Germany,Munich 1972,Summer,1972
Laszlo KLINGA,Munich 1972,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",BRONZE,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Levan TEDIASHVILI,Munich 1972,Wrestling,"Middleweight, Freestyle (≤82 kilograms) Men",GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Ben PETERSON,Munich 1972,Wrestling,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Gheorghe BERCEANU,Munich 1972,Wrestling,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",GOLD,Romania,Federal Republic of Germany,Munich 1972,Summer,1972
Stefan ANGELOV,Munich 1972,Wrestling,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",BRONZE,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Valeri REZANTSEV,Munich 1972,Wrestling,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Koichiro HIRAYAMA,Munich 1972,Wrestling,"Flyweight, Greco-Roman (≤52 kilograms) Men",SILVER,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Giuseppe BOGNANNI,Munich 1972,Wrestling,"Flyweight, Greco-Roman (≤52 kilograms) Men",BRONZE,Italy,Federal Republic of Germany,Munich 1972,Summer,1972
Ruslan ASHURALIEV,Munich 1972,Wrestling,"Lightweight, Freestyle (≤68 kilograms) Men",BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Ivan YARYGIN,Munich 1972,Wrestling,"Heavyweight, Freestyle (≤100 kilograms) Men",GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
John Allan PETERSON,Munich 1972,Wrestling,"Middleweight, Freestyle (≤82 kilograms) Men",SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Adolf SEGER,Munich 1972,Wrestling,"Welterweight, Freestyle (≤74 kilograms) Men",BRONZE,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Vasile IORGA,Munich 1972,Wrestling,"Middleweight, Freestyle (≤82 kilograms) Men",BRONZE,Romania,Federal Republic of Germany,Munich 1972,Summer,1972
Tamara LAZAKOVICH,Munich 1972,Gymnastics Artistic,floor exercises women,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Shigeru KASAMATSU,Munich 1972,Gymnastics Artistic,parallel bars men,SILVER,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Viktor POTAPOV,Munich 1972,Sailing,Finn - One Person Dinghy (Heavyweight) men,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
György HORVATH,Munich 1972,Weightlifting,75-82.5kg total lightheavyweight men,BRONZE,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Sandor HOLCZREITER,Munich 1972,Weightlifting,52kg flyweight men,BRONZE,Hungary,Federal Republic of Germany,Munich 1972,Summer,1972
Mukharbi KIRZHINOV,Munich 1972,Weightlifting,60-67.5kg lightweight men,GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Andon NIKOLOV,Munich 1972,Weightlifting,825  90kg total middleheavyweight men,GOLD,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Hans BETTEMBOURG,Munich 1972,Weightlifting,825  90kg total middleheavyweight men,BRONZE,Sweden,Federal Republic of Germany,Munich 1972,Summer,1972
Aleksandar KRAITCHEV,Munich 1972,Weightlifting,91  110kg heavyweight men,SILVER,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Stefan GRÜTZNER,Munich 1972,Weightlifting,91  110kg heavyweight men,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Yordan BIKOV,Munich 1972,Weightlifting,"67.5 - 75kg, (middleweight) men",GOLD,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Daniel CLARK,Munich 1972,Cycling Track,1km time trial men,SILVER,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Jürgen SCHÜTZE,Munich 1972,Cycling Track,1km time trial men,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Hans LUTZ,Munich 1972,Cycling Track,Individual Pursuit men,BRONZE,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Hennie KUIPER,Munich 1972,Cycling Road,individual road race men,GOLD,Netherlands,Federal Republic of Germany,Munich 1972,Summer,1972
Hasse THOMSEN,Munich 1972,Boxing,81kg heavyweight men,BRONZE,Sweden,Federal Republic of Germany,Munich 1972,Summer,1972
Boris KUZNETSOV,Munich 1972,Boxing,54-57kg featherweight men,GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Clemente ROJAS,Munich 1972,Boxing,54-57kg featherweight men,BRONZE,Colombia,Federal Republic of Germany,Munich 1972,Summer,1972
Gilberto CARRILLO QUESADA,Munich 1972,Boxing,75-81kg lightheavyweight men,SILVER,Cuba,Federal Republic of Germany,Munich 1972,Summer,1972
Isaac IKHOURIA,Munich 1972,Boxing,75-81kg lightheavyweight men,BRONZE,Nigeria,Federal Republic of Germany,Munich 1972,Summer,1972
Alfonso ZAMORA,Munich 1972,Boxing,51-54kg bantamweight men,SILVER,Mexico,Federal Republic of Germany,Munich 1972,Summer,1972
George TURPIN,Munich 1972,Boxing,51-54kg bantamweight men,BRONZE,Great Britain,Federal Republic of Germany,Munich 1972,Summer,1972
Ricardo Luis CARRERAS,Munich 1972,Boxing,51-54kg bantamweight men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
U Gil KIM,Munich 1972,Boxing,- 48kg (light-flyweight) men,SILVER,Democratic People's Republic of Korea,Federal Republic of Germany,Munich 1972,Summer,1972
Ralph EVANS,Munich 1972,Boxing,- 48kg (light-flyweight) men,BRONZE,Great Britain,Federal Republic of Germany,Munich 1972,Summer,1972
Reima Valdemar VIRTANEN,Munich 1972,Boxing,71-75kg men,SILVER,Finland,Federal Republic of Germany,Munich 1972,Summer,1972
Marvin L. JOHNSON,Munich 1972,Boxing,71-75kg men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Ray P. SEALES,Munich 1972,Boxing,60-63.5kg lightwelterweigh men,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Angel ANGELOV,Munich 1972,Boxing,60-63.5kg lightwelterweigh men,SILVER,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
Jan SZCZEPANSKI,Munich 1972,Boxing,57-60kg lightweight men,GOLD,Poland,Federal Republic of Germany,Munich 1972,Summer,1972
Alfonso PEREZ,Munich 1972,Boxing,57-60kg lightweight men,BRONZE,Colombia,Federal Republic of Germany,Munich 1972,Summer,1972
Douglas RODRIGUEZ GUARDIOLA,Munich 1972,Boxing,48-51kg flyweight men,BRONZE,Cuba,Federal Republic of Germany,Munich 1972,Summer,1972
Alan MINTER,Munich 1972,Boxing,67-71kg lightmiddleweight men,BRONZE,Great Britain,Federal Republic of Germany,Munich 1972,Summer,1972
Richard (Tiger) MURUNGA,Munich 1972,Boxing,63.5-67kg welterweight men,BRONZE,Kenya,Federal Republic of Germany,Munich 1972,Summer,1972
John (Jesse) VALDEZ,Munich 1972,Boxing,63.5-67kg welterweight men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
John Marriott KYNOCH,Munich 1972,Shooting,50m running target 3030 shots mixed,BRONZE,Great Britain,Federal Republic of Germany,Munich 1972,Summer,1972
Angelo SCALZONE,Munich 1972,Shooting,trap (125 targets) mixed,GOLD,Italy,Federal Republic of Germany,Munich 1972,Summer,1972
Werner LIPPOLDT,Munich 1972,Shooting,50m rifle 3 positions 3x40 shots mixed,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Michael BUCHHEIM,Munich 1972,Shooting,skeet (125 targets) mixed,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Gail NEALL,Munich 1972,Swimming,400m individual medley women,GOLD,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Leslie CLIFF,Munich 1972,Swimming,400m individual medley women,SILVER,Canada,Federal Republic of Germany,Munich 1972,Summer,1972
Michael Eugene STAMM,Munich 1972,Swimming,200m backstroke men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Bradford Paul COOPER,Munich 1972,Swimming,400m freestyle men,GOLD,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Thomas Edwin BRUCE,Munich 1972,Swimming,100m breaststroke men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Donna Marie GURR,Munich 1972,Swimming,200m backstroke women,BRONZE,Canada,Federal Republic of Germany,Munich 1972,Summer,1972
Shane GOULD,Munich 1972,Swimming,200m freestyle women,GOLD,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Keena Ruth ROTHHAMMER,Munich 1972,Swimming,200m freestyle women,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Beverley Joy WHITFIELD,Munich 1972,Swimming,200m breaststroke women,GOLD,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Dana Lee SCHOENFIELD,Munich 1972,Swimming,200m breaststroke women,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Robert Steven GENTER,Munich 1972,Swimming,400m freestyle men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Thomas Sean MCBREEN,Munich 1972,Swimming,400m freestyle men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Graham Claud WINDEATT,Munich 1972,Swimming,1500m freestyle men,SILVER,Australia,Federal Republic of Germany,Munich 1972,Summer,1972
Werner LAMPE,Munich 1972,Swimming,200m freestyle men,BRONZE,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
John Joseph MURPHY,Munich 1972,Swimming,100m backstroke men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Gudrun WEGNER,Munich 1972,Swimming,400m freestyle women,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Catherine L. CARR,Munich 1972,Swimming,100m breaststroke women,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Douglas Dale NORTHWAY,Munich 1972,Swimming,1500m freestyle men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Bruce Richard ROBERTSON,Munich 1972,Swimming,100m butterfly men,SILVER,Canada,Federal Republic of Germany,Munich 1972,Summer,1972
Jerry Alan HEIDENREICH,Munich 1972,Swimming,100m butterfly men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Mayumi AOKI,Munich 1972,Swimming,100m butterfly women,GOLD,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Roswitha BEIER,Munich 1972,Swimming,100m butterfly women,SILVER,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Alexandra Lynn NEILSON,Munich 1972,Swimming,100m freestyle women,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Robin James BACKHAUS,Munich 1972,Swimming,200m butterfly men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Lynn Ann COLELLA,Munich 1972,Swimming,200m butterfly women,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Doreen Viola Hansen WILBER,Munich 1972,Archery,individual FITA round women,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Emma GAPCHENKO,Munich 1972,Archery,individual FITA round women,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
John Chester WILLIAMS,Munich 1972,Archery,individual FITA round men,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Ann Elizabeth MOORE,Munich 1972,Equestrian Jumping,individual mixed,SILVER,Great Britain,Federal Republic of Germany,Munich 1972,Summer,1972
Neal SHAPIRO,Munich 1972,Equestrian Jumping,individual mixed,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Robert TAYLOR,Munich 1972,Athletics,100m men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Annelie EHRHARDT,Munich 1972,Athletics,100m hurdles women,GOLD,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
William David SCHMIDT,Munich 1972,Athletics,javelin throw men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Monika ZEHRT,Munich 1972,Athletics,400m women,GOLD,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Kathleen HAMMOND,Munich 1972,Athletics,400m women,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Wayne Curtis COLLETT,Munich 1972,Athletics,400m men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Vassilka STOEVA,Munich 1972,Athletics,discus throw women,BRONZE,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
John AKII-BUA,Munich 1972,Athletics,400m hurdles men,GOLD,Uganda,Federal Republic of Germany,Munich 1972,Summer,1972
Ralph Vernon MANN,Munich 1972,Athletics,400m hurdles men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Rodney Jr. MILBURN,Munich 1972,Athletics,110m hurdles men,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Thomas HILL,Munich 1972,Athletics,110m hurdles men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Dave WOTTLE,Munich 1972,Athletics,800m men,GOLD,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Silvia CHIVAS BARO,Munich 1972,Athletics,100m women,BRONZE,Cuba,Federal Republic of Germany,Munich 1972,Summer,1972
Veniamin SOLDATENKO,Munich 1972,Athletics,50km walk men,SILVER,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Hildegard FALCK-JANZE,Munich 1972,Athletics,800m women,GOLD,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Niole SABAITE,Munich 1972,Athletics,800m women,SILVER,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Vasili KHMELEVSKY,Munich 1972,Athletics,hammer throw men,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Lawrence J. BLACK,Munich 1972,Athletics,200m men,SILVER,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Hartmut BRIESENICK,Munich 1972,Athletics,shot put men,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Jörg DREHMEL,Munich 1972,Athletics,triple jump men,SILVER,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Jan Eric JOHNSON,Munich 1972,Athletics,pole vault men,BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Eva SURANOVA,Munich 1972,Athletics,long jump women,BRONZE,Czechoslovakia,Federal Republic of Germany,Munich 1972,Summer,1972
Yuri TARMAK,Munich 1972,Athletics,high jump men,GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Stefan JUNGE,Munich 1972,Athletics,high jump men,SILVER,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Willem RUSKA,Munich 1972,Judo,93kg heavyweight men,GOLD,Netherlands,Federal Republic of Germany,Munich 1972,Summer,1972
Motoki NISHIMURA,Munich 1972,Judo,93kg heavyweight men,BRONZE,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Givi ONASHVILI,Munich 1972,Judo,93kg heavyweight men,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Jean-Claude BRONDANI,Munich 1972,Judo,open category men,BRONZE,France,Federal Republic of Germany,Munich 1972,Summer,1972
Chiaki ISHII,Munich 1972,Judo,80 - 93kg (half-heavyweight) men,BRONZE,Brazil,Federal Republic of Germany,Munich 1972,Summer,1972
Shinobu SEKINE,Munich 1972,Judo,70  80kg middleweight men,GOLD,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Paul BARTH,Munich 1972,Judo,80 - 93kg (half-heavyweight) men,BRONZE,Federal Republic of Germany,Federal Republic of Germany,Munich 1972,Summer,1972
Takao KAWAGUCHI,Munich 1972,Judo,63kg lightweight men,GOLD,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Yong Ik KIM,Munich 1972,Judo,63kg lightweight men,BRONZE,Democratic People's Republic of Korea,Federal Republic of Germany,Munich 1972,Summer,1972
Jean-Jacques MOUNIER,Munich 1972,Judo,63kg lightweight men,BRONZE,France,Federal Republic of Germany,Munich 1972,Summer,1972
Toyokazu NOMURA,Munich 1972,Judo,63  70kg halfmiddleweight men,GOLD,Japan,Federal Republic of Germany,Munich 1972,Summer,1972
Antoni ZAJKOWSKI,Munich 1972,Judo,63  70kg halfmiddleweight men,SILVER,Poland,Federal Republic of Germany,Munich 1972,Summer,1972
Anatoli NOVIKOV,Munich 1972,Judo,63  70kg halfmiddleweight men,BRONZE,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Wolfgang GÜLDENPFENNIG,Munich 1972,Rowing,single sculls 1x men,BRONZE,German Democratic Republic (Germany),Federal Republic of Germany,Munich 1972,Summer,1972
Christopher J. TAYLOR,Munich 1972,Wrestling,"Super-Heavyweight, Freestyle (>100 kilograms) Men",BRONZE,United States of America,Federal Republic of Germany,Munich 1972,Summer,1972
Gennadi STRAKHOV,Munich 1972,Wrestling,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",SILVER,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Rustem KAZAKOV,Munich 1972,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",GOLD,Soviet Union,Federal Republic of Germany,Munich 1972,Summer,1972
Georgi MARKOV,Munich 1972,Wrestling,"Featherweight, Greco-Roman (≤62 kilograms) Men",GOLD,Bulgaria,Federal Republic of Germany,Munich 1972,Summer,1972
